match_id,winner,year,surface,p1_age,p2_age,p1_rank_points,p2_rank_points,p1_first_won,p1_secnd_won,p2_first_won,p2_secnd_won,p1_win_err,p2_win_err,P1_win,P2_win
2024-usopen-1314,,13,0,0.5619999999999987,0.6639999999999984,0.06722222222222222,0.20305555555555557,0.5689655172413793,0.5833333333333334,1.0,0.7017543859649122,0.5161290322580645,1.6111111111111112,0.00076856976,0.99923146
2024-usopen-1315,,13,0,0.43600000000000244,0.53,0.17277777777777778,0.11777777777777779,0.5985915492957746,0.8,0.8666666666666667,0.6511627906976745,1.0862068965517242,1.6296296296296295,0.23410799,0.765892
2024-usopen-1316,,13,0,0.5,0.7439999999999999,0.09083333333333334,0.41444444444444445,0.5925925925925926,0.7894736842105263,0.7368421052631579,0.5855855855855856,1.0,0.8163265306122449,0.76850736,0.23149264
2024-usopen-1401,,13,0,0.46,0.5439999999999979,0.52,0.16583333333333333,0.631578947368421,0.8636363636363636,0.5909090909090909,0.550561797752809,0.8787878787878788,0.7674418604651163,0.9953345,0.004665494
2024-usopen-1402,,13,0,0.55,0.5700000000000001,0.07361111111111111,0.34861111111111115,0.45569620253164556,0.2727272727272727,0.9090909090909091,0.6451612903225806,0.37254901960784315,1.05,0.00058094435,0.99941903
2024-usopen-1403,,13,0,0.45199999999999885,0.47600000000000126,0.09416666666666668,0.068,0.6417910447761194,1.0,0.5,0.5409836065573771,1.3846153846153846,0.6052631578947368,0.9998012,0.00019878149
2024-usopen-1405,,13,0,0.512000000000001,0.5360000000000021,0.21416666666666667,0.17333333333333334,0.631578947368421,0.7777777777777778,0.9444444444444444,0.6744186046511628,1.032258064516129,1.5555555555555556,0.1175957,0.8824043
2024-usopen-1406,,13,0,0.46,0.5460000000000019,0.06138888888888889,0.39083333333333337,0.5353535353535354,0.625,0.9375,0.746031746031746,0.5454545454545454,1.5454545454545454,0.0010880579,0.9989119
2024-usopen-1407,,13,0,0.5360000000000026,0.6640000000000008,0.2669444444444445,0.20305555555555557,0.6415094339622641,0.8,0.8148148148148148,0.6027397260273972,0.7966101694915254,0.6119402985074627,0.8756026,0.1243974
2024-usopen-1408,,13,0,0.53,0.5,0.11777777777777779,0.09083333333333334,0.6276595744680851,0.8695652173913043,0.7272727272727273,0.6428571428571429,2.2,1.9642857142857142,0.9743155,0.025684476
2024-usopen-1501,,13,0,0.46,0.5700000000000001,0.52,0.34861111111111115,0.654320987654321,0.875,0.6875,0.5376344086021505,0.8157894736842105,0.5263157894736842,0.99186194,0.008138061
2024-usopen-1503,,13,0,0.5360000000000025,0.5460000000000025,0.17333333333333334,0.39083333333333337,0.6633663366336634,0.8888888888888888,0.8148148148148148,0.635593220338983,0.9375,1.2380952380952381,0.5606086,0.43939137
2024-usopen-1504,,13,0,0.6639999999999975,0.53,0.20305555555555557,0.11777777777777779,0.5596330275229358,0.6666666666666666,0.8571428571428571,0.6627906976744186,0.7450980392156863,0.7027027027027027,0.3799885,0.6200115
2024-usopen-1601,,13,0,0.46,0.4520000000000005,0.52,0.09416666666666668,0.7142857142857143,0.9473684210526315,0.7368421052631579,0.5446428571428571,1.2647058823529411,0.6744186046511628,0.9992476,0.00075238943
2024-usopen-1602,,13,0,0.5360000000000025,0.53,0.17333333333333334,0.11777777777777779,0.6792452830188679,0.84,0.75,0.616822429906542,1.2,0.76,0.98240936,0.017590642
2024-usopen-1701,,13,0,0.46,0.5360000000000018,0.52,0.17333333333333334,0.6428571428571429,0.8666666666666667,0.625,0.5675675675675675,1.0952380952380953,0.8529411764705882,0.9964182,0.003581822
2024-wimbledon-1101,,13,1,0.45600000000000207,0.6520000000000029,0.5494444444444445,0.03088888888888889,0.6261682242990654,0.8947368421052632,0.7777777777777778,0.5833333333333334,1.5666666666666667,1.1578947368421053,0.99544007,0.004559934
2024-wimbledon-1102,,13,1,0.5639999999999977,0.6460000000000025,0.04694444444444445,0.043611111111111114,0.6888888888888889,0.9047619047619048,0.7142857142857143,0.59,1.68,0.9210526315789473,0.99639904,0.003600955
2024-wimbledon-1103,,13,1,0.5360000000000023,0.4960000000000021,0.04266666666666667,0.051388888888888894,0.5436893203883495,0.6111111111111112,0.7777777777777778,0.6206896551724138,1.0681818181818181,1.44,0.11565725,0.88434273
2024-wimbledon-1104,,13,1,0.56,0.5579999999999994,0.03288888888888889,0.08166666666666667,0.6857142857142857,0.8333333333333334,1.0,0.6923076923076923,1.2272727272727273,1.6923076923076923,0.09597949,0.9040205
2024-wimbledon-1105,,13,1,0.5739999999999983,0.5039999999999984,0.10138888888888889,0.029444444444444447,0.5671641791044776,0.7142857142857143,1.0,0.7575757575757576,0.5757575757575758,1.7058823529411764,0.0022021781,0.99779785
2024-wimbledon-1106,,13,1,0.5160000000000025,0.43799999999999784,0.04061111111111111,0.0135,0.5862068965517241,0.6923076923076923,0.6296296296296297,0.5714285714285714,1.0357142857142858,0.9411764705882353,0.8845399,0.1154601
2024-wimbledon-1107,,13,1,0.546000000000001,0.39600000000000224,0.030055555555555558,0.04894444444444445,0.6666666666666666,0.7941176470588235,0.8,0.6285714285714286,1.15,0.7884615384615384,0.91147727,0.08852273
2024-wimbledon-1108,,13,1,0.46,0.4339999999999977,0.02227777777777778,0.14416666666666667,0.6451612903225806,0.8695652173913043,0.9166666666666666,0.64,1.1470588235294117,1.0638297872340425,0.6333426,0.36665738
2024-wimbledon-1109,,13,1,0.662000000000001,0.68,0.20833333333333334,0.04838888888888889,0.7352941176470589,0.9375,0.7333333333333333,0.5522388059701493,1.9565217391304348,0.7647058823529411,0.99965566,0.00034433603
2024-wimbledon-1110,,13,1,0.56,0.3880000000000012,0.03166666666666667,0.036555555555555556,0.631578947368421,0.8125,1.0,0.7341772151898734,1.0434782608695652,1.3571428571428572,0.10465502,0.895345
2024-wimbledon-1111,,13,1,0.7839999999999977,0.5220000000000004,0.035166666666666666,0.013444444444444445,0.6219512195121951,0.875,0.6666666666666666,0.5897435897435898,1.0,0.6451612903225806,0.9812929,0.018707097
2024-wimbledon-1112,,13,1,0.7559999999999997,0.72,0.07,0.09027777777777778,0.6632653061224489,0.9047619047619048,0.85,0.5950413223140496,1.2,0.8055555555555556,0.93881214,0.061187863
2024-wimbledon-1113,,13,1,0.553999999999998,0.553999999999998,0.06783333333333334,0.014944444444444446,0.6582278481012658,0.8888888888888888,0.6470588235294118,0.6,2.176470588235294,0.9354838709677419,0.99960446,0.00039553642
2024-wimbledon-1114,,13,1,0.682000000000003,0.4939999999999979,0.06305555555555556,0.05816666666666667,0.6534653465346535,0.8695652173913043,0.6818181818181818,0.5729166666666666,1.3953488372093024,1.0277777777777777,0.9857855,0.014214516
2024-wimbledon-1115,,13,1,0.5479999999999985,0.4739999999999981,0.03338888888888889,0.043500000000000004,0.5568181818181818,0.782608695652174,0.5652173913043478,0.5465116279069767,1.2424242424242424,0.8157894736842105,0.9876219,0.012378097
2024-wimbledon-1116,,13,1,0.5160000000000016,0.5660000000000018,0.03783333333333334,0.35805555555555557,0.5633802816901409,0.6923076923076923,1.0,0.6716417910447762,0.9375,1.9411764705882353,0.0014010273,0.998599
2024-wimbledon-1117,,13,1,0.42199999999999876,0.42199999999999876,0.45166666666666666,0.011777777777777778,0.7,0.8421052631578947,0.631578947368421,0.5662650602409639,1.5714285714285714,0.8571428571428571,0.99935186,0.0006481409
2024-wimbledon-1118,,13,1,0.5640000000000014,0.562000000000004,0.043833333333333335,0.05766666666666667,0.5949367088607594,0.7567567567567568,0.7837837837837838,0.5944055944055944,0.8775510204081632,0.972972972972973,0.55205953,0.44794047
2024-wimbledon-1119,,13,1,0.5520000000000007,0.5260000000000019,0.03688888888888889,0.02238888888888889,0.6941176470588235,0.9444444444444444,0.7058823529411765,0.6197183098591549,1.1,0.7575757575757576,0.98831624,0.011683762
2024-wimbledon-1120,,13,1,0.4660000000000023,0.5279999999999976,0.06916666666666667,0.07527777777777778,0.5765765765765766,0.7307692307692307,0.8461538461538461,0.6216216216216216,1.1,1.2820512820512822,0.30369088,0.6963091
2024-wimbledon-1121,,13,1,0.47000000000000003,0.45800000000000124,0.11222222222222222,0.04583333333333334,0.5540540540540541,0.6923076923076923,1.0,0.6666666666666666,0.88,1.7894736842105263,0.006478109,0.99352187
2024-wimbledon-1122,,13,1,0.5120000000000029,0.6020000000000036,0.04961111111111111,0.067,0.6164383561643836,0.8518518518518519,0.8888888888888888,0.6810344827586207,1.0204081632653061,1.391304347826087,0.2516406,0.74835944
2024-wimbledon-1124,,13,1,0.47000000000000003,0.52,0.04777777777777778,0.1277777777777778,0.5833333333333334,0.6896551724137931,0.8333333333333334,0.6826923076923077,0.6730769230769231,1.2,0.053782605,0.9462174
2024-wimbledon-1125,,13,1,0.5420000000000008,0.5420000000000008,0.17222222222222222,0.05416666666666667,0.6621621621621622,0.8823529411764706,0.5882352941176471,0.5444444444444444,1.4074074074074074,0.7428571428571429,0.9985923,0.0014076829
2024-wimbledon-1126,,13,1,0.46,0.5239999999999986,0.02227777777777778,0.04416666666666667,0.6666666666666666,1.0,0.5833333333333334,0.5692307692307692,1.4642857142857142,0.48148148148148145,0.9996633,0.00033670664
2024-wimbledon-1127,,13,1,0.5,0.4360000000000025,0.04011111111111111,0.03422222222222222,0.7073170731707317,0.8108108108108109,0.8918918918918919,0.639751552795031,1.697674418604651,1.627906976744186,0.7702239,0.22977608
2024-wimbledon-1128,,13,1,0.3760000000000022,0.54,0.041,0.09611111111111112,0.5838509316770186,0.7777777777777778,0.8571428571428571,0.6875,0.9807692307692307,1.4042553191489362,0.14293337,0.85706663
2024-wimbledon-1129,,13,1,0.4660000000000018,0.5820000000000016,0.07122222222222223,0.04894444444444445,0.5638297872340425,0.7777777777777778,0.9473684210526315,0.6753246753246753,0.9090909090909091,1.3888888888888888,0.06536794,0.93463206
2024-wimbledon-1130,,13,1,0.7239999999999978,0.58,0.030833333333333334,0.03844444444444445,0.6438356164383562,1.0,0.6153846153846154,0.5538461538461539,1.1538461538461537,1.0,0.9929241,0.007075906
2024-wimbledon-1131,,13,1,0.4019999999999989,0.7420000000000028,0.0325,0.03527777777777778,0.5465116279069767,0.5714285714285714,0.9285714285714286,0.5869565217391305,0.46511627906976744,1.05,0.009515467,0.99048454
2024-wimbledon-1132,,13,1,0.6279999999999979,0.51,0.014,0.22361111111111112,0.6,0.7222222222222222,0.9473684210526315,0.6962025316455697,1.0857142857142856,1.6071428571428572,0.021314962,0.978685
2024-wimbledon-1133,,13,1,0.5320000000000024,0.4739999999999978,0.24555555555555555,0.02938888888888889,0.6226415094339622,0.76,0.9166666666666666,0.625,1.0,1.2105263157894737,0.40077695,0.599223
2024-wimbledon-1134,,13,1,0.6460000000000021,0.5039999999999983,0.043111111111111114,0.03372222222222222,0.5641025641025641,0.6666666666666666,0.9333333333333333,0.7142857142857143,0.9705882352941176,1.1666666666666667,0.064392634,0.9356074
2024-wimbledon-1135,,13,1,0.4460000000000024,0.56,0.06866666666666667,0.019111111111111113,0.6440677966101694,0.8,0.76,0.5827814569536424,1.0930232558139534,0.8461538461538461,0.92645615,0.07354385
2024-wimbledon-1136,,13,1,0.6420000000000033,0.4460000000000022,0.036111111111111115,0.09000000000000001,0.5495495495495496,0.5,0.7727272727272727,0.5565217391304348,0.7169811320754716,1.5526315789473684,0.011396847,0.9886032
2024-wimbledon-1137,,13,1,0.47799999999999676,0.41799999999999726,0.09972222222222223,0.04738888888888889,0.7230769230769231,0.8780487804878049,0.9069767441860465,0.6973684210526315,1.8571428571428572,2.066666666666667,0.6952361,0.3047639
2024-wimbledon-1138,,13,1,0.5739999999999976,0.5460000000000023,0.036611111111111115,0.052000000000000005,0.6116504854368932,0.8260869565217391,0.7727272727272727,0.6333333333333333,0.8235294117647058,0.8032786885245902,0.75998676,0.24001324
2024-wimbledon-1140,,13,1,0.6279999999999976,0.5160000000000021,0.03844444444444445,0.20805555555555558,0.6039603960396039,0.8,0.9047619047619048,0.6666666666666666,1.9411764705882353,1.71875,0.6101357,0.38986433
